Species	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;?;?	192	0	11	483	10	4	137	152	877	14	0	0	3	4	1	104	33	0	5	0	0	1	0	0	9	2	0	2	687	36	11	0	22	0	0	0	0	0	53	1137	532	0	0	300	0	1	0	148	750	19	0	179	149	400	0	0	0	403	662	0	84	822	419	268	586	40	0	0	23	143	20487	12	19	319	49	3318	19422	20	121	41	706	43	768	66	355	0	245	213	47	1486	81	360	108	27	77	24	55	2	379	1087	31	738	226	29	1890	1614	5	146	6	75	473	23	0	88	5763	0	0	568	128	0	173	39	0	0	0	1	0	0	0	0	7	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;?	3	0	0	99	1	116	51	272	802	94	26	65	43	1349	23	1609	360	515	28	41	72	82	31	35	249	559	595	3222	410	17	29	1996	32	296	818	833	1222	259	0	257	16	986	1184	9544	77	235	34	4632	40164	853	285	201	566	1152	791	17	7	927	365	441	69	232	90	89	0	22	466	45	190	1352	111	5	5	20	18	1849	8539	34	51	3	219	15	0	135	694	8	0	34	127	119	0	56	24	22	372	21	1924	451	56	28	2	532	157	10	12783	1456	4	15	12	348	623	3	0	321	846	0	0	21329	2551	20	16818	1249	1284	1305	825	778	61	2114	1229	336	1472	279	1	9	85	114
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;?	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	1	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;animalis	0	0	16	0	43	0	136	82	944	52	0	0	0	7	4	153	28	2	20	0	0	27	1	12	1	3	0	0	0	1	4	0	10	0	0	0	0	0	177	37	4	0	0	0	2	0	3	9	19	1	6	4	53	96	40	10	2	264	1	0	29	7	13	10	0	30	55	0	3	95	0	9	2	0	28	1	0	18	0	0	0	0	0	1	3	0	5	2	0	4	0	72	6	0	2	0	4	0	112	10	1	3	325	16	0	0	1	0	5	3	0	0	0	0	0	0	0	0	0	23	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;?;?;?;?;?	121	8	16	162	0	796	3776	198	356	16	6	42	32	57	0	5	26	941	0	0	0	2	0	2	0	7	11	0	1930	294	57	0	2	0	0	0	0	0	2653	28	381	0	1	17	196	1	1	6	231	83	2	686	2318	15	5089	2	550	64	296	30220	0	435	1387	43	1026	0	1139	353	222	24	71	793	228	535	4	5267	343	37	719	2708	1015	331	219	2	481	0	1712	11539	598	152	118	60	4	34	1	199	0	3	34	466	155	133	410	4	438	230	34	8703	0	164	239	39	903	284	1707	81	158	95	201	0	67	5	34	8	8	0	2	0	18	78	1	0	143	3	201	0
Bacteria;Actinobacteriota;Acidimicrobiia;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;uncultured actinobacterium;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;?;uncultured actinobacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;?;?;?;?	0	0	4	0	7	26	175	276	1796	743	0	38	194	2	86	141	38	365	276	244	124	606	287	557	0	243	10	19	10	914	494	210	199	55	104	49	163	179	1	286	113	103	0	100	67	0	332	66	226	191	1	190	0	125	3	29	0	372	88	0	335	219	48	64	0	148	7	0	21	65	19	2	7	0	159	5	151	50	0	28	10	17	0	26	71	6	92	0	0	57	0	71	92	17	174	10	34	187	382	48	60	122	125	123	15	13	46	2	17	32	4	0	0	31	1	25	0	107	25	2	208	56	8	12	25	43	113	0	0	0	0	0	0	0	0	2
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;?;?;?	12	0	0	26	0	0	14	46	33	2	0	5	15	93	10	218	2	0	7	13	3	20	11	4	11	19	0	25	164	2	4	0	5	40	391	22	74	9	0	7	0	0	11	11	0	0	0	21	59	3	0	0	83	232	739	2	49	25	135	0	3	3	0	0	0	4	8	0	0	206	318	10	5	5	17	18	192	0	0	0	3	6	0	7	117	0	0	0	0	0	0	14	0	0	37	11	343	28	107	138	9	77	92	1	530	57	0	0	0	18	315	26	0	7	2	0	0	276	26	0	42	115	0	0	0	2	2	0	0	1	0	0	0	40	0	97
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;?;?	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	35	0	3	0	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	0	46	2	0	0	0	17	0	0	0	4	17	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	21	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	85	0	0	0	0	4	0	0	0	107	0	0	0	0	2	0	0	5	0	0	0	0	32	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;?	56	1	37	428	79	3	396	450	2113	196	4	22	42	605	15	229	115	4	43	8	19	50	18	45	19	93	3	137	166	174	27	34	80	332	5784	288	1484	70	103	147	188	197	1646	2345	347	196	299	1851	2293	155	339	238	103	242	388	18	113	190	802	0	138	103	126	42	0	67	57	0	19	141	164	43	28	1	154	385	500	28	0	6	11	1	463	14	49	0	44	49	122	245	0	73	62	5	46	3	230	283	119	22	10	235	221	24	909	183	29	1	52	69	98	18	4	187	629	0	12	6809	880	67	3127	1670	50	64	24	55	7	245	761	197	809	128	1	56	0	171
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces denticolens	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces sp. ERD15F	0	0	0	0	0	0	26	7	25	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Schaalia odontolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;F0332;?	0	0	0	0	0	0	33	12	368	10	0	1	0	5	2	18	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	5	0	12	0	5	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;F0332;Actinobaculum sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella;Trueperella pyogenes	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	82	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	0	0	0	0	0	0	15	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	93	93	174	1	14	23	0	16	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;Tissierella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;Varibaculum anthropi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;uncultured Actinomycetaceae bacterium;?	9	0	1	7	0	0	17	0	0	2	0	0	0	1	1	0	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	1542	729	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	2	5	2	0	13	0	0	0	0	0	0	1	3	0	4	1	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;?	0	49	2	12	1	7	26	57	902	36	0	21	82	2	50	0	2	0	3	8	6	307	11	473	0	27	1	0	37	149	87	121	35	1	1	7	9	1	467	10	140	262	0	48	0	0	0	1	76	84	0	71	8	50	0	16	4	0	19	664	0	0	0	13	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	31	0	0	0	0	3	145	166	0	0	0	13	30	1	0	0	5	0	1	107	7	6	0	48	31	0	0	26	22	9	2	0	0	0	60	0	600	0	52	13	0	18	31	5	3	12	15	10	0	0	0	0	0	14	1	36	3
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis	17	0	15	183	15	63	477	702	4515	221	3	37	445	30	211	37	96	988	7	249	63	971	346	1854	5	1014	9	54	93	31	29	37	92	97	435	198	864	683	0	1574	305	110	0	881	2	1	8	100	3007	105	18	0	26	46	229	1	0	45	106	0	3	108	58	2	0	4	86	0	10	43	0	19	10	16	24	12	0	6	0	0	4	1	440	7	82	9	1	0	0	5	28	0	3	0	151	30	152	27	814	23	43	34	0	51	0	1	3	0	0	89	0	0	0	84	82	0	0	5843	5458	214	1780	3738	12	25	24	69	94	1	2	0	3	1	20	25334	2639	17356
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	74	0	7	0	0	0	0	0	0	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium choerinum	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	4	2	3	9	6	0	6	0	0	0	0	0	77	1	2	1	2	11	0	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	41	0	0	0	0	0	0	0	52	0	0	0	0	0	0	10	0	56	0	0	1	1	0	36	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	223
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;Gardnerella vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;?;?	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	353	229	21	102	1	0	26	4	0	0	0	0	0	55	33	0	0	51	13	48	23	1	0	0	0	0	0	1	0	0	0	0	0	1	0	12	60	0	0	0	65	0	0	4	0	0	0	0	281	225	0	0	2	0	0	0	0	29	6	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;?	1617	314	95	1151	128	46	885	271	4954	70	0	25	29	304	20	139	146	31	4	16	0	35	8	18	3	38	0	14	3536	18	15	940	16	1	1	0	1	1	6841	2400	51	1534	30	1059	18	0	12	262	2204	107	22	1239	41	1448	706	0	92	383	77	2587	50	1546	1275	292	692	25	1109	8	8	86	1240	27	4	35	80	6158	7100	7	0	0	97	9	1513	29	1036	22	360	114	297	712	0	152	95	19	392	10	909	111	2017	698	17	1297	2031	14	13503	6387	24	1251	6	419	3560	132	1062	162	3502	1	0	4877	1472	24	556	2797	0	0	1	0	6	0	9	1	5	7	0	323	88	379
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ammoniagenes	0	0	0	0	0	0	6	0	13	21	0	0	3	0	0	1021	3	0	22	3	6	3	3	0	3	7	0	0	0	1	0	0	0	0	4	0	0	0	0	38	0	0	0	72	0	0	0	20	113	4	0	736	125	970	2067	3	7	3054	169	383	12	1696	470	326	2	73	1122	3	56	817	1603	31	169	31	1016	3188	625	5	0	0	81	15	451	8	1598	0	2465	265	20	156	0	85	11	0	0	0	772	1	345	17	19	291	238	0	2357	45	6	25	0	311	0	7	0	30	829	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium choanis	0	0	0	0	0	0	0	12	518	2	0	0	0	1	0	3	0	6	0	0	1	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	5	0	1	0	72	0	1	0	2	27	5	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	6	0	0	0	0	0
